"Notes","Year","Year Code","Month","Month Code","ICD Chapter","ICD Chapter Code",Deaths,Population,Crude Rate
,"2001","2001","Jan., 2001","2001/01","Endocrine, nutritional and metabolic diseases","E00-E88",9414,Not Applicable,Not Applicable
,"2001","2001","Jan., 2001","2001/01","Mental and behavioural disorders","F01-F99",5022,Not Applicable,Not Applicable
,"2001","2001","Jan., 2001","2001/01","Diseases of the nervous system","G00-G98",9533,Not Applicable,Not Applicable
,"2001","2001","Jan., 2001","2001/01","Diseases of the circulatory system","I00-I99",89991,Not Applicable,Not Applicable
,"2001","2001","Jan., 2001","2001/01","Diseases of the respiratory system","J00-J98",24191,Not Applicable,Not Applicable
,"2001","2001","Jan., 2001","2001/01","Diseases of the digestive system","K00-K92",7784,Not Applicable,Not Applicable
,"2001","2001","Jan., 2001","2001/01","Diseases of the skin and subcutaneous tissue","L00-L98",374,Not Applicable,Not Applicable
,"2001","2001","Jan., 2001","2001/01","Diseases of the musculoskeletal system and connective tissue","M00-M99",1325,Not Applicable,Not Applicable
,"2001","2001","Jan., 2001","2001/01","Diseases of the genitourinary system","N00-N98",5550,Not Applicable,Not Applicable
,"2001","2001","Jan., 2001","2001/01","Pregnancy, childbirth and the puerperium","O00-O99",37,Not Applicable,Not Applicable
,"2001","2001","Jan., 2001","2001/01","Certain conditions originating in the perinatal period","P00-P96",1187,Not Applicable,Not Applicable
,"2001","2001","Jan., 2001","2001/01","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",935,Not Applicable,Not Applicable
,"2001","2001","Jan., 2001","2001/01","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2941,Not Applicable,Not Applicable
,"2001","2001","Jan., 2001","2001/01","External causes of morbidity and mortality","V01-Y89",12649,Not Applicable,Not Applicable
,"2001","2001","Feb., 2001","2001/02","Certain infectious and parasitic diseases","A00-B99",5118,Not Applicable,Not Applicable
,"2001","2001","Feb., 2001","2001/02","Neoplasms","C00-D48",44156,Not Applicable,Not Applicable
,"2001","2001","Feb., 2001","2001/02","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",794,Not Applicable,Not Applicable
,"2001","2001","Feb., 2001","2001/02","Endocrine, nutritional and metabolic diseases","E00-E88",8017,Not Applicable,Not Applicable
,"2001","2001","Feb., 2001","2001/02","Mental and behavioural disorders","F01-F99",4351,Not Applicable,Not Applicable
,"2001","2001","Feb., 2001","2001/02","Diseases of the nervous system","G00-G98",8127,Not Applicable,Not Applicable
,"2001","2001","Feb., 2001","2001/02","Diseases of the circulatory system","I00-I99",77922,Not Applicable,Not Applicable
,"2001","2001","Feb., 2001","2001/02","Diseases of the respiratory system","J00-J98",21208,Not Applicable,Not Applicable
,"2001","2001","Feb., 2001","2001/02","Diseases of the digestive system","K00-K92",6905,Not Applicable,Not Applicable
,"2001","2001","Feb., 2001","2001/02","Diseases of the skin and subcutaneous tissue","L00-L98",292,Not Applicable,Not Applicable
,"2001","2001","Feb., 2001","2001/02","Diseases of the musculoskeletal system and connective tissue","M00-M99",1104,Not Applicable,Not Applicable
,"2001","2001","Feb., 2001","2001/02","Diseases of the genitourinary system","N00-N98",4632,Not Applicable,Not Applicable
,"2001","2001","Feb., 2001","2001/02","Pregnancy, childbirth and the puerperium","O00-O99",44,Not Applicable,Not Applicable
,"2001","2001","Feb., 2001","2001/02","Certain conditions originating in the perinatal period","P00-P96",1067,Not Applicable,Not Applicable
,"2001","2001","Feb., 2001","2001/02","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",896,Not Applicable,Not Applicable
,"2001","2001","Feb., 2001","2001/02","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2637,Not Applicable,Not Applicable
,"2001","2001","Feb., 2001","2001/02","External causes of morbidity and mortality","V01-Y89",11404,Not Applicable,Not Applicable
,"2001","2001","Mar., 2001","2001/03","Certain infectious and parasitic diseases","A00-B99",5403,Not Applicable,Not Applicable
,"2001","2001","Mar., 2001","2001/03","Neoplasms","C00-D48",48496,Not Applicable,Not Applicable
,"2001","2001","Mar., 2001","2001/03","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",838,Not Applicable,Not Applicable
,"2001","2001","Mar., 2001","2001/03","Endocrine, nutritional and metabolic diseases","E00-E88",8707,Not Applicable,Not Applicable
,"2001","2001","Mar., 2001","2001/03","Mental and behavioural disorders","F01-F99",4576,Not Applicable,Not Applicable
,"2001","2001","Mar., 2001","2001/03","Diseases of the nervous system","G00-G98",8686,Not Applicable,Not Applicable
,"2001","2001","Mar., 2001","2001/03","Diseases of the circulatory system","I00-I99",84643,Not Applicable,Not Applicable
,"2001","2001","Mar., 2001","2001/03","Diseases of the respiratory system","J00-J98",22519,Not Applicable,Not Applicable
,"2001","2001","Mar., 2001","2001/03","Diseases of the digestive system","K00-K92",7546,Not Applicable,Not Applicable
,"2001","2001","Mar., 2001","2001/03","Diseases of the skin and subcutaneous tissue","L00-L98",335,Not Applicable,Not Applicable
,"2001","2001","Mar., 2001","2001/03","Diseases of the musculoskeletal system and connective tissue","M00-M99",1319,Not Applicable,Not Applicable
,"2001","2001","Mar., 2001","2001/03","Diseases of the genitourinary system","N00-N98",5062,Not Applicable,Not Applicable
,"2001","2001","Mar., 2001","2001/03","Pregnancy, childbirth and the puerperium","O00-O99",33,Not Applicable,Not Applicable
,"2001","2001","Mar., 2001","2001/03","Certain conditions originating in the perinatal period","P00-P96",1157,Not Applicable,Not Applicable
,"2001","2001","Mar., 2001","2001/03","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",948,Not Applicable,Not Applicable
,"2001","2001","Mar., 2001","2001/03","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2856,Not Applicable,Not Applicable
,"2001","2001","Mar., 2001","2001/03","External causes of morbidity and mortality","V01-Y89",12391,Not Applicable,Not Applicable
,"2001","2001","Apr., 2001","2001/04","Certain infectious and parasitic diseases","A00-B99",4869,Not Applicable,Not Applicable
,"2001","2001","Apr., 2001","2001/04","Neoplasms","C00-D48",46869,Not Applicable,Not Applicable
,"2001","2001","Apr., 2001","2001/04","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",812,Not Applicable,Not Applicable
,"2001","2001","Apr., 2001","2001/04","Endocrine, nutritional and metabolic diseases","E00-E88",8119,Not Applicable,Not Applicable
,"2001","2001","Apr., 2001","2001/04","Mental and behavioural disorders","F01-F99",4234,Not Applicable,Not Applicable
,"2001","2001","Apr., 2001","2001/04","Diseases of the nervous system","G00-G98",8092,Not Applicable,Not Applicable
,"2001","2001","Apr., 2001","2001/04","Diseases of the circulatory system","I00-I99",78536,Not Applicable,Not Applicable
,"2001","2001","Apr., 2001","2001/04","Diseases of the respiratory system","J00-J98",20602,Not Applicable,Not Applicable
,"2001","2001","Apr., 2001","2001/04","Diseases of the digestive system","K00-K92",7014,Not Applicable,Not Applicable
,"2001","2001","Apr., 2001","2001/04","Diseases of the skin and subcutaneous tissue","L00-L98",302,Not Applicable,Not Applicable
,"2001","2001","Apr., 2001","2001/04","Diseases of the musculoskeletal system and connective tissue","M00-M99",1155,Not Applicable,Not Applicable
,"2001","2001","Apr., 2001","2001/04","Diseases of the genitourinary system","N00-N98",4544,Not Applicable,Not Applicable
,"2001","2001","Apr., 2001","2001/04","Pregnancy, childbirth and the puerperium","O00-O99",32,Not Applicable,Not Applicable
,"2001","2001","Apr., 2001","2001/04","Certain conditions originating in the perinatal period","P00-P96",1225,Not Applicable,Not Applicable
,"2001","2001","Apr., 2001","2001/04","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",877,Not Applicable,Not Applicable
,"2001","2001","Apr., 2001","2001/04","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2608,Not Applicable,Not Applicable
,"2001","2001","Apr., 2001","2001/04","External causes of morbidity and mortality","V01-Y89",12825,Not Applicable,Not Applicable
,"2001","2001","May, 2001","2001/05","Certain infectious and parasitic diseases","A00-B99",4978,Not Applicable,Not Applicable
,"2001","2001","May, 2001","2001/05","Neoplasms","C00-D48",47419,Not Applicable,Not Applicable
,"2001","2001","May, 2001","2001/05","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",793,Not Applicable,Not Applicable
,"2001","2001","May, 2001","2001/05","Endocrine, nutritional and metabolic diseases","E00-E88",7893,Not Applicable,Not Applicable
,"2001","2001","May, 2001","2001/05","Mental and behavioural disorders","F01-F99",4146,Not Applicable,Not Applicable
,"2001","2001","May, 2001","2001/05","Diseases of the nervous system","G00-G98",7844,Not Applicable,Not Applicable
,"2001","2001","May, 2001","2001/05","Diseases of the circulatory system","I00-I99",77018,Not Applicable,Not Applicable
,"2001","2001","May, 2001","2001/05","Diseases of the respiratory system","J00-J98",19184,Not Applicable,Not Applicable
,"2001","2001","May, 2001","2001/05","Diseases of the digestive system","K00-K92",7041,Not Applicable,Not Applicable
,"2001","2001","May, 2001","2001/05","Diseases of the skin and subcutaneous tissue","L00-L98",334,Not Applicable,Not Applicable
,"2001","2001","May, 2001","2001/05","Diseases of the musculoskeletal system and connective tissue","M00-M99",1189,Not Applicable,Not Applicable
,"2001","2001","May, 2001","2001/05","Diseases of the genitourinary system","N00-N98",4607,Not Applicable,Not Applicable
,"2001","2001","May, 2001","2001/05","Pregnancy, childbirth and the puerperium","O00-O99",31,Not Applicable,Not Applicable
,"2001","2001","May, 2001","2001/05","Certain conditions originating in the perinatal period","P00-P96",1197,Not Applicable,Not Applicable
,"2001","2001","May, 2001","2001/05","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",889,Not Applicable,Not Applicable
,"2001","2001","May, 2001","2001/05","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2663,Not Applicable,Not Applicable
,"2001","2001","May, 2001","2001/05","External causes of morbidity and mortality","V01-Y89",13400,Not Applicable,Not Applicable
,"2001","2001","Jun., 2001","2001/06","Certain infectious and parasitic diseases","A00-B99",4626,Not Applicable,Not Applicable
,"2001","2001","Jun., 2001","2001/06","Neoplasms","C00-D48",46098,Not Applicable,Not Applicable
,"2001","2001","Jun., 2001","2001/06","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",703,Not Applicable,Not Applicable
,"2001","2001","Jun., 2001","2001/06","Endocrine, nutritional and metabolic diseases","E00-E88",7517,Not Applicable,Not Applicable
,"2001","2001","Jun., 2001","2001/06","Mental and behavioural disorders","F01-F99",3872,Not Applicable,Not Applicable
,"2001","2001","Jun., 2001","2001/06","Diseases of the nervous system","G00-G98",7393,Not Applicable,Not Applicable
,"2001","2001","Jun., 2001","2001/06","Diseases of the circulatory system","I00-I99",72745,Not Applicable,Not Applicable
,"2001","2001","Jun., 2001","2001/06","Diseases of the respiratory system","J00-J98",17992,Not Applicable,Not Applicable
,"2001","2001","Jun., 2001","2001/06","Diseases of the digestive system","K00-K92",6732,Not Applicable,Not Applicable
,"2001","2001","Jun., 2001","2001/06","Diseases of the skin and subcutaneous tissue","L00-L98",294,Not Applicable,Not Applicable
,"2001","2001","Jun., 2001","2001/06","Diseases of the musculoskeletal system and connective tissue","M00-M99",1063,Not Applicable,Not Applicable
,"2001","2001","Jun., 2001","2001/06","Diseases of the genitourinary system","N00-N98",4479,Not Applicable,Not Applicable
,"2001","2001","Jun., 2001","2001/06","Pregnancy, childbirth and the puerperium","O00-O99",23,Not Applicable,Not Applicable
,"2001","2001","Jun., 2001","2001/06","Certain conditions originating in the perinatal period","P00-P96",1160,Not Applicable,Not Applicable
,"2001","2001","Jun., 2001","2001/06","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",774,Not Applicable,Not Applicable
,"2001","2001","Jun., 2001","2001/06","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2481,Not Applicable,Not Applicable
,"2001","2001","Jun., 2001","2001/06","External causes of morbidity and mortality","V01-Y89",13260,Not Applicable,Not Applicable
,"2001","2001","Jul., 2001","2001/07","Certain infectious and parasitic diseases","A00-B99",4714,Not Applicable,Not Applicable
,"2001","2001","Jul., 2001","2001/07","Neoplasms","C00-D48",46709,Not Applicable,Not Applicable
,"2001","2001","Jul., 2001","2001/07","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",767,Not Applicable,Not Applicable
,"2001","2001","Jul., 2001","2001/07","Endocrine, nutritional and metabolic diseases","E00-E88",7623,Not Applicable,Not Applicable
,"2001","2001","Jul., 2001","2001/07","Mental and behavioural disorders","F01-F99",3849,Not Applicable,Not Applicable
,"2001","2001","Jul., 2001","2001/07","Diseases of the nervous system","G00-G98",7207,Not Applicable,Not Applicable
,"2001","2001","Jul., 2001","2001/07","Diseases of the circulatory system","I00-I99",72109,Not Applicable,Not Applicable
,"2001","2001","Jul., 2001","2001/07","Diseases of the respiratory system","J00-J98",16528,Not Applicable,Not Applicable
,"2001","2001","Jul., 2001","2001/07","Diseases of the digestive system","K00-K92",6866,Not Applicable,Not Applicable
,"2001","2001","Jul., 2001","2001/07","Diseases of the skin and subcutaneous tissue","L00-L98",258,Not Applicable,Not Applicable
,"2001","2001","Jul., 2001","2001/07","Diseases of the musculoskeletal system and connective tissue","M00-M99",1157,Not Applicable,Not Applicable
,"2001","2001","Jul., 2001","2001/07","Diseases of the genitourinary system","N00-N98",4482,Not Applicable,Not Applicable
,"2001","2001","Jul., 2001","2001/07","Pregnancy, childbirth and the puerperium","O00-O99",45,Not Applicable,Not Applicable
,"2001","2001","Jul., 2001","2001/07","Certain conditions originating in the perinatal period","P00-P96",1204,Not Applicable,Not Applicable
,"2001","2001","Jul., 2001","2001/07","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",837,Not Applicable,Not Applicable
,"2001","2001","Jul., 2001","2001/07","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2505,Not Applicable,Not Applicable
,"2001","2001","Jul., 2001","2001/07","External causes of morbidity and mortality","V01-Y89",14398,Not Applicable,Not Applicable
,"2001","2001","Aug., 2001","2001/08","Certain infectious and parasitic diseases","A00-B99",4718,Not Applicable,Not Applicable
,"2001","2001","Aug., 2001","2001/08","Neoplasms","C00-D48",48096,Not Applicable,Not Applicable
,"2001","2001","Aug., 2001","2001/08","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",770,Not Applicable,Not Applicable
,"2001","2001","Aug., 2001","2001/08","Endocrine, nutritional and metabolic diseases","E00-E88",7501,Not Applicable,Not Applicable
,"2001","2001","Aug., 2001","2001/08","Mental and behavioural disorders","F01-F99",3695,Not Applicable,Not Applicable
,"2001","2001","Aug., 2001","2001/08","Diseases of the nervous system","G00-G98",7327,Not Applicable,Not Applicable
,"2001","2001","Aug., 2001","2001/08","Diseases of the circulatory system","I00-I99",71377,Not Applicable,Not Applicable
,"2001","2001","Aug., 2001","2001/08","Diseases of the respiratory system","J00-J98",15729,Not Applicable,Not Applicable
,"2001","2001","Aug., 2001","2001/08","Diseases of the digestive system","K00-K92",7136,Not Applicable,Not Applicable
,"2001","2001","Aug., 2001","2001/08","Diseases of the skin and subcutaneous tissue","L00-L98",268,Not Applicable,Not Applicable
,"2001","2001","Aug., 2001","2001/08","Diseases of the musculoskeletal system and connective tissue","M00-M99",1099,Not Applicable,Not Applicable
,"2001","2001","Aug., 2001","2001/08","Diseases of the genitourinary system","N00-N98",4578,Not Applicable,Not Applicable
,"2001","2001","Aug., 2001","2001/08","Pregnancy, childbirth and the puerperium","O00-O99",37,Not Applicable,Not Applicable
,"2001","2001","Aug., 2001","2001/08","Certain conditions originating in the perinatal period","P00-P96",1209,Not Applicable,Not Applicable
,"2001","2001","Aug., 2001","2001/08","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",850,Not Applicable,Not Applicable
,"2001","2001","Aug., 2001","2001/08","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2466,Not Applicable,Not Applicable
,"2001","2001","Aug., 2001","2001/08","External causes of morbidity and mortality","V01-Y89",14096,Not Applicable,Not Applicable
,"2001","2001","Sep., 2001","2001/09","Certain infectious and parasitic diseases","A00-B99",4704,Not Applicable,Not Applicable
,"2001","2001","Sep., 2001","2001/09","Neoplasms","C00-D48",46636,Not Applicable,Not Applicable
,"2001","2001","Sep., 2001","2001/09","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",742,Not Applicable,Not Applicable
,"2001","2001","Sep., 2001","2001/09","Endocrine, nutritional and metabolic diseases","E00-E88",7438,Not Applicable,Not Applicable
,"2001","2001","Sep., 2001","2001/09","Mental and behavioural disorders","F01-F99",3772,Not Applicable,Not Applicable
,"2001","2001","Sep., 2001","2001/09","Diseases of the nervous system","G00-G98",7187,Not Applicable,Not Applicable
,"2001","2001","Sep., 2001","2001/09","Diseases of the circulatory system","I00-I99",69970,Not Applicable,Not Applicable
,"2001","2001","Sep., 2001","2001/09","Diseases of the respiratory system","J00-J98",15632,Not Applicable,Not Applicable
,"2001","2001","Sep., 2001","2001/09","Diseases of the digestive system","K00-K92",6855,Not Applicable,Not Applicable
,"2001","2001","Sep., 2001","2001/09","Diseases of the skin and subcutaneous tissue","L00-L98",304,Not Applicable,Not Applicable
,"2001","2001","Sep., 2001","2001/09","Diseases of the musculoskeletal system and connective tissue","M00-M99",1098,Not Applicable,Not Applicable
,"2001","2001","Sep., 2001","2001/09","Diseases of the genitourinary system","N00-N98",4400,Not Applicable,Not Applicable
,"2001","2001","Sep., 2001","2001/09","Pregnancy, childbirth and the puerperium","O00-O99",39,Not Applicable,Not Applicable
,"2001","2001","Sep., 2001","2001/09","Certain conditions originating in the perinatal period","P00-P96",1121,Not Applicable,Not Applicable
,"2001","2001","Sep., 2001","2001/09","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",822,Not Applicable,Not Applicable
,"2001","2001","Sep., 2001","2001/09","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2452,Not Applicable,Not Applicable
,"2001","2001","Sep., 2001","2001/09","Codes for special purposes","U00-U99",2919,Not Applicable,Not Applicable
,"2001","2001","Sep., 2001","2001/09","External causes of morbidity and mortality","V01-Y89",12736,Not Applicable,Not Applicable
,"2001","2001","Oct., 2001","2001/10","Certain infectious and parasitic diseases","A00-B99",5123,Not Applicable,Not Applicable
,"2001","2001","Oct., 2001","2001/10","Neoplasms","C00-D48",48710,Not Applicable,Not Applicable
,"2001","2001","Oct., 2001","2001/10","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",815,Not Applicable,Not Applicable
,"2001","2001","Oct., 2001","2001/10","Endocrine, nutritional and metabolic diseases","E00-E88",7979,Not Applicable,Not Applicable
,"2001","2001","Oct., 2001","2001/10","Mental and behavioural disorders","F01-F99",4483,Not Applicable,Not Applicable
,"2001","2001","Oct., 2001","2001/10","Diseases of the nervous system","G00-G98",8288,Not Applicable,Not Applicable
,"2001","2001","Oct., 2001","2001/10","Diseases of the circulatory system","I00-I99",76490,Not Applicable,Not Applicable
,"2001","2001","Oct., 2001","2001/10","Diseases of the respiratory system","J00-J98",18231,Not Applicable,Not Applicable
,"2001","2001","Oct., 2001","2001/10","Diseases of the digestive system","K00-K92",7274,Not Applicable,Not Applicable
,"2001","2001","Oct., 2001","2001/10","Diseases of the skin and subcutaneous tissue","L00-L98",341,Not Applicable,Not Applicable
,"2001","2001","Oct., 2001","2001/10","Diseases of the musculoskeletal system and connective tissue","M00-M99",1163,Not Applicable,Not Applicable
,"2001","2001","Oct., 2001","2001/10","Diseases of the genitourinary system","N00-N98",5015,Not Applicable,Not Applicable
,"2001","2001","Oct., 2001","2001/10","Pregnancy, childbirth and the puerperium","O00-O99",32,Not Applicable,Not Applicable
,"2001","2001","Oct., 2001","2001/10","Certain conditions originating in the perinatal period","P00-P96",1135,Not Applicable,Not Applicable
,"2001","2001","Oct., 2001","2001/10","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",870,Not Applicable,Not Applicable
,"2001","2001","Oct., 2001","2001/10","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2844,Not Applicable,Not Applicable
,"2001","2001","Oct., 2001","2001/10","External causes of morbidity and mortality","V01-Y89",13638,Not Applicable,Not Applicable
,"2001","2001","Nov., 2001","2001/11","Certain infectious and parasitic diseases","A00-B99",5021,Not Applicable,Not Applicable
,"2001","2001","Nov., 2001","2001/11","Neoplasms","C00-D48",46765,Not Applicable,Not Applicable
,"2001","2001","Nov., 2001","2001/11","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",806,Not Applicable,Not Applicable
,"2001","2001","Nov., 2001","2001/11","Endocrine, nutritional and metabolic diseases","E00-E88",8011,Not Applicable,Not Applicable
,"2001","2001","Nov., 2001","2001/11","Mental and behavioural disorders","F01-F99",4351,Not Applicable,Not Applicable
,"2001","2001","Nov., 2001","2001/11","Diseases of the nervous system","G00-G98",8224,Not Applicable,Not Applicable
,"2001","2001","Nov., 2001","2001/11","Diseases of the ear and mastoid process","H60-H93",11,Not Applicable,Not Applicable
,"2001","2001","Nov., 2001","2001/11","Diseases of the circulatory system","I00-I99",74667,Not Applicable,Not Applicable
,"2001","2001","Nov., 2001","2001/11","Diseases of the respiratory system","J00-J98",18112,Not Applicable,Not Applicable
,"2001","2001","Nov., 2001","2001/11","Diseases of the digestive system","K00-K92",7118,Not Applicable,Not Applicable
,"2001","2001","Nov., 2001","2001/11","Diseases of the skin and subcutaneous tissue","L00-L98",309,Not Applicable,Not Applicable
,"2001","2001","Nov., 2001","2001/11","Diseases of the musculoskeletal system and connective tissue","M00-M99",1157,Not Applicable,Not Applicable
,"2001","2001","Nov., 2001","2001/11","Diseases of the genitourinary system","N00-N98",4722,Not Applicable,Not Applicable
,"2001","2001","Nov., 2001","2001/11","Pregnancy, childbirth and the puerperium","O00-O99",29,Not Applicable,Not Applicable
,"2001","2001","Nov., 2001","2001/11","Certain conditions originating in the perinatal period","P00-P96",1092,Not Applicable,Not Applicable
,"2001","2001","Nov., 2001","2001/11","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",823,Not Applicable,Not Applicable
,"2001","2001","Nov., 2001","2001/11","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2800,Not Applicable,Not Applicable
,"2001","2001","Nov., 2001","2001/11","External causes of morbidity and mortality","V01-Y89",13140,Not Applicable,Not Applicable
,"2001","2001","Dec., 2001","2001/12","Certain infectious and parasitic diseases","A00-B99",5271,Not Applicable,Not Applicable
,"2001","2001","Dec., 2001","2001/12","Neoplasms","C00-D48",48456,Not Applicable,Not Applicable
,"2001","2001","Dec., 2001","2001/12","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",828,Not Applicable,Not Applicable
,"2001","2001","Dec., 2001","2001/12","Endocrine, nutritional and metabolic diseases","E00-E88",8601,Not Applicable,Not Applicable
,"2001","2001","Dec., 2001","2001/12","Mental and behavioural disorders","F01-F99",4460,Not Applicable,Not Applicable
,"2001","2001","Dec., 2001","2001/12","Diseases of the nervous system","G00-G98",8616,Not Applicable,Not Applicable
,"2001","2001","Dec., 2001","2001/12","Diseases of the circulatory system","I00-I99",81531,Not Applicable,Not Applicable
,"2001","2001","Dec., 2001","2001/12","Diseases of the respiratory system","J00-J98",20081,Not Applicable,Not Applicable
,"2001","2001","Dec., 2001","2001/12","Diseases of the digestive system","K00-K92",7562,Not Applicable,Not Applicable
,"2001","2001","Dec., 2001","2001/12","Diseases of the skin and subcutaneous tissue","L00-L98",338,Not Applicable,Not Applicable
,"2001","2001","Dec., 2001","2001/12","Diseases of the musculoskeletal system and connective tissue","M00-M99",1228,Not Applicable,Not Applicable
,"2001","2001","Dec., 2001","2001/12","Diseases of the genitourinary system","N00-N98",4955,Not Applicable,Not Applicable
,"2001","2001","Dec., 2001","2001/12","Pregnancy, childbirth and the puerperium","O00-O99",34,Not Applicable,Not Applicable
,"2001","2001","Dec., 2001","2001/12","Certain conditions originating in the perinatal period","P00-P96",1133,Not Applicable,Not Applicable
,"2001","2001","Dec., 2001","2001/12","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",921,Not Applicable,Not Applicable
,"2001","2001","Dec., 2001","2001/12","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",3073,Not Applicable,Not Applicable
,"2001","2001","Dec., 2001","2001/12","External causes of morbidity and mortality","V01-Y89",13236,Not Applicable,Not Applicable
,"2002","2002","Jan., 2002","2002/01","Certain infectious and parasitic diseases","A00-B99",5979,Not Applicable,Not Applicable
,"2002","2002","Jan., 2002","2002/01","Neoplasms","C00-D48",49263,Not Applicable,Not Applicable
,"2002","2002","Jan., 2002","2002/01","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",897,Not Applicable,Not Applicable
,"2002","2002","Jan., 2002","2002/01","Endocrine, nutritional and metabolic diseases","E00-E88",9368,Not Applicable,Not Applicable
,"2002","2002","Jan., 2002","2002/01","Mental and behavioural disorders","F01-F99",5295,Not Applicable,Not Applicable
,"2002","2002","Jan., 2002","2002/01","Diseases of the nervous system","G00-G98",9931,Not Applicable,Not Applicable
,"2002","2002","Jan., 2002","2002/01","Diseases of the circulatory system","I00-I99",88174,Not Applicable,Not Applicable
,"2002","2002","Jan., 2002","2002/01","Diseases of the respiratory system","J00-J98",23560,Not Applicable,Not Applicable
,"2002","2002","Jan., 2002","2002/01","Diseases of the digestive system","K00-K92",7672,Not Applicable,Not Applicable
,"2002","2002","Jan., 2002","2002/01","Diseases of the skin and subcutaneous tissue","L00-L98",378,Not Applicable,Not Applicable
,"2002","2002","Jan., 2002","2002/01","Diseases of the musculoskeletal system and connective tissue","M00-M99",1344,Not Applicable,Not Applicable
,"2002","2002","Jan., 2002","2002/01","Diseases of the genitourinary system","N00-N98",5632,Not Applicable,Not Applicable
,"2002","2002","Jan., 2002","2002/01","Pregnancy, childbirth and the puerperium","O00-O99",40,Not Applicable,Not Applicable
,"2002","2002","Jan., 2002","2002/01","Certain conditions originating in the perinatal period","P00-P96",1224,Not Applicable,Not Applicable
,"2002","2002","Jan., 2002","2002/01","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",945,Not Applicable,Not Applicable
,"2002","2002","Jan., 2002","2002/01","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",2641,Not Applicable,Not Applicable
,"2002","2002","Jan., 2002","2002/01","External causes of morbidity and mortality","V01-Y89",13627,Not Applicable,Not Applicable
,"2002","2002","Feb., 2002","2002/02","Certain infectious and parasitic diseases","A00-B99",5499,Not Applicable,Not Applicable
,"2002","2002","Feb., 2002","2002/02","Neoplasms","C00-D48",45224,Not Applicable,Not Applicable
,"2002","2002","Feb., 2002","2002/02","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",879,Not Applicable,Not Applicable
,"2002","2002","Feb., 2002","2002/02","Endocrine, nutritional and metabolic diseases","E00-E88",8676,Not Applicable,Not Applicable
,"2002","2002","Feb., 2002","2002/02","Mental and behavioural disorders","F01-F99",4871,Not Applicable,Not Applicable
,"2002","2002","Feb., 2002","2002/02","Diseases of the nervous system","G00-G98",8640,Not Applicable,Not Applicable
,"2002","2002","Feb., 2002","2002/02","Diseases of the circulatory system","I00-I99",81230,Not Applicable,Not Applicable
,"2002","2002","Feb., 2002","2002/02","Diseases of the respiratory system","J00-J98",24100,Not Applicable,Not Applicable
,"2002","2002","Feb., 2002","2002/02","Diseases of the digestive system","K00-K92",7149,Not Applicable,Not Applicable
,"2002","2002","Feb., 2002","2002/02","Diseases of the skin and subcutaneous tissue","L00-L98",323,Not Applicable,Not Applicable
